c a r o u s e	k @ ' r 6 z	k x0 r W1 z
c a r o u s e l	""" k { r @ ' s E l"	k @2 r x0 s E1 l
c a r p	' k # p	k a1 r p
c a r p e n t e r	' k # p @ n t @ R	k a1 r p x0 n t R
c a r p e t	' k # p I t	k a1 r p x0 t
c a r r i a g e	' k { r I _	k @1 r I0 J
c a r r i e r	' k { r 7 R	k @1 r i0 R
c a r r i o n	' k { r 7 n	k @1 r i0 x0 n
c a r r y	' k { r I	k @1 r i0
c a r t	' k # t	k a1 r t
c a r t a g e	' k # t I _	k a1 r t I0 J
c a r t e l	k # ' t E l	k a0 r t E1 l
c a r t o g r a p h y	k # ' t Q g r @ f I	k a0 r t a1 g r x0 f i0
c a r t o o n	k # ' t u n	k a0 r t u1 n
c a r t r i d g e	' k # t r I _	k a1 r t r I0 J
c a r t w h e e l	' k # t w i l	k a1 r t * i2 l
c a r y a t i d	""" k { r I ' { t I d"	k @2 r i0 @1 t x0 d
c a s c a d e	k { ' s k 1 d	k @0 s k e1 d
c a s c a r a	k { ' s k # r @	k @0 s k @1 r x0
c a s e	' k 1 s	k e1 s
c a s e i n	' k 1 s i n	k e0 s i1 n
c a s h	' k { S	k @1 S
c a s h e w	' k { S u	k @1 S u
c a s h i e r	k { ' S 7 R	k @0 S I1 r
c a s h m e r e	k { S ' m 7 R	k @1 z h m I2 r
c a s i n g	' k 1 s I N	k e1 s I0 G
c a s k	' k # s k	k @1 s k
c a s k e t	' k # s k I t	k @1 s k x0 t
c a s s a v a	k @ ' s # v @	k x0 s a1 v x0
c a s s e r o l e	' k { s @ r 5 l	k @1 s x0 r o2 l
c a s s e t t e	k @ ' s E t	k x0 s E1 t
c a s s o c k	' k { s @ k	k @1 s x0 k
c a s t	' k # s t	k @1 s t
c a s t a n e t s	""" k { s t @ ' n E t s"	k @2 s t x0 n E1 t s
c a s t a w a y	' k # s t @ w 1	k @1 s t x w0 e2
c a s t e	' k # s t	k @1 s t
c a s t e l l a t e d	' k { s t @ l 1 t I d	k @1 s t x0 l e2 t x0 d
c a s t i g a t e	' k { s t I g 1 t	k @1 s t x0 g e2 t
c a s t i g a t i o n	""" k { s t I ' g 1 S H"	k @2 s t x0 g e1 S x n
c a s t l e d	' k # s P d	k @1 s L d
c a s t r a t e	k { ' s t r 1 t	k @1 s t r e2 t
c a s u a l	' k { Z 9 l	k @1 Z Y0 x0 l
c a s u i s t i c	""" k { z j U ' I s t I k"	k @2 Z u0 I1 s t I0 k
c a s u i s t r y	' k { z j U I s t r I	k @1 Z w0 x0 s t r i0
c a t	' k { t	k @1 t
c a t a c l y s m	' k { t @ k l I z @ m	k @1 t x0 k l I2 z M0
c a t a c o m b	' k { t @ k u m	k @1 t x0 k o2 m
c a t a l e p s y	' k { t @ l E p s I	k @1 t L E2 p s i0
c a t a l e p t i c	""" k { t @ ' l E p t I k"	k @2 t L E1 p t I0 k
c a t a l o g u e	' k { t @ l Q g	k @1 t L c2 g
c a t a l p a	k @ ' t { l p @	k @0 t @1 l p x0
c a t a l y s i s	k @ ' t { l @ s I s	k x0 t @1 l x0 s x0 s
c a t a m a r a n	""" k { t @ m @ ' r { n"	k @2 t x0 m x0 r @1 n
c a t a p u l t	' k { t @ p V l t	k @1 t x0 p ^2 l t
c a t a r r h	k @ ' t # R	k x0 t a1 r
c a t a s t r o p h e	k @ ' t { s t r @ f I	k x0 t @1 s t r x0 f i2
c a t a s t r o p h i c	""" k { t @ ' s t r Q f I k"	k @2 t x0 s t r a1 f I0 k
c a t c h	' k { J	k @1 C
c a t c h y	' k { J I	k @1 C i0
c a t e c h i s m	' k { t @ k I z @ m	k @1 t x0 k I2 z M0
c a t e g o r i c a l	""" k { t @ ' g Q r I k P"	k @2 t x0 g c1 r I0 k L
c a t e r	' k 1 t @ R	k e1 t R
c a t e r p i l l a r	' k { t @ p I l @ R	k @1 t R p I2 l R
c a t f i s h	' k { t f I S	k @1 t f I2 S
c a t h a r t i c	k @ ' T # t I k	k x0 T a1 r t I0 k
c a t h e d r a l	k @ ' T i d r @ l	k x0 T i1 d r L
c a t h e t e r	' k { T I t @ R	k @1 T x0 t R
c a t h o d e	' k { T 5 d	k @1 T o2 d
c a t h o l i c	' k { T @ l I k	k @1 T x0 l I0 k
c a t h o l i c i s m	k @ ' T Q l @ s I z @ m	k x0 T a1 l x0 s I2 z M0
c a t h o l i c i t y	""" k { T 5 ' l I s @ t I"	k @2 T x0 l I1 s x0 t i0
c a t k i n	' k { t k I n	k @1 t k x0 n
c a t s u p	' k { t s @ p	k E1 t s x0 p
c a t t y	' k { t I	k @1 t i0
c a t w a l k	' k { t w $ k	k @1 t w c2 k
c a u c a s i a n	k $ ' k 1 z j @ n	k c0 k e1 Z x n
c a u c u s	' k $ k @ s	k c1 k x0 s
c a u d a l	' k $ d P	k c1 d L
c a u g h t	' k $ t	k c1 t
c a u l i f l o w e r	"' k Q l I "" f l 6 @ R"	k c1 l I0 f l W2 R
c a u s a l	' k $ z P	k c1 z L
c a u s a l i t y	k $ ' z { l @ t I	k c0 z @1 l x0 t i0
c a u s a l l y	' k $ z @ l I	k c1 z x0 l i0
c a u s a t i o n	k $ ' z 1 S H	k c0 z e1 S x n
c a u s e	' k $ z	k c1 z
c a u s e w a y	' k $ z w 1	k c1 z w e2
c a u s t i c	' k $ s t I k	k c1 s t I0 k
c a u t e r i z e	' k $ t @ r 2 z	k c1 t x0 r A2 z
c a u t i o n	' k $ S H	k c1 S x n
c a u t i o n a r y	' k $ S H @ r I	k c1 S x n E2 r i0
c a u t i o u s	' k $ S @ s	k c1 S x s
c a v a l c a d e	""" k { v P ' k 1 d"	k @2 v L k e1 d
c a v a l i e r	""" k { v @ ' l 7 R"	k @2 v x0 l I1 r
c a v e	' k 1 v	k e1 v
c a v e r n	' k { v @ n	k @1 v R n
c e a s e	' s i s	s i1 s
c e d a r	' s i d @ R	s i1 d R
c e d e	' s i d	s i1 d
c e i l i n g	' s i l I N	s i1 l I0 G
c e l a n d i n e	' s E l @ n d 2 n	s E1 l x0 n d A2 n
c e l e b r a t e	' s E l I b r 1 t	s E1 l x0 b r e2 t
c e l e b r a t e d	' s E l I b r 1 t I d	s E1 l x0 b r e2 t x0 d
c e l e b r a t i o n	""" s E l I ' b r 1 S H"	s E2 l x0 b r e1 S x n
c e l e r i t y	s I ' l E r @ t I	s x0 l E1 r x0 t i0
c e l e r y	' s E l @ r I	s E1 l x0 r i0
c e l e s t i a l	s I ' l E s t j @ l	s x0 l E1 s C L
c e l i b a c y	' s E l I b @ s I	s E1 l x0 b x0 s i0
c e l l a r	' s E l @ R	s E1 l R
c e l l i s t	' J E l I s t	C E1 l x0 s t
c e l l o	' J E l 5	C E1 l o0
c e l l u l a r	' s E l j U l @ R	s E1 l Y0 l R
c e l t	' k E l t	s E1 l t
c e m e n t	s I ' m E n t	s I0 m E1 n t
c e m e t e r y	' s E m I t r I	s E1 m x0 t E2 r i0
c e n o t a p h	' s E n 5 t # f	s E1 n x0 t @2 f
c e n s e r	' s E n s @ R	s E1 n s R
c e n s o r	' s E n s @ R	s E1 n s R
c e n s o r i o u s	s E n ' s $ r 7 s	s E0 n s o1 r i0 x0 s
c e n s o r s h i p	' s E n s @ S I p	s E1 n s R S I2 p
c e n s u s	' s E n s @ s	s E1 n s x0 s
c e n t	' s E n t	s E1 n t
c e n t a u r	' s E n t $ R	s E1 n t c2 r
c e n t a v o	s E n ' t # v 5	s E0 n t a1 v o0
c e n t e n n i a l	s E n ' t E n j @ l	s E0 n t E1 n i0 L
c e n t i g r a d e	' s E n t I g r 1 d	s E1 n t x0 g r e2 d
c e n t i m e	' s Q n t i m	s a1 n t i2 m
c e n t i p e d e	' s E n t I p i d	s E1 n t x0 p i2 d
c e n t r a l	' s E n t r @ l	s E1 n t r L
c e n t r a l i z a t i o n	""" s E n t r @ l 2 ' z 1 S H"	s E2 n t r x0 l x0 z e1 S x n
c e n t r a l i z e	' s E n t r @ l 2 z	s E1 n t r x0 l A2 z
c e n t r e	' s E n t @ R	s E1 n t R
c e n t r i f u g e	' s E n t r I f j u _	s E1 n t r x0 f Y2 J
c e n t r i s t	' s E n t r I s t	s E1 n t r x0 s t
c e n t u r i o n	s E n ' t j 9 r 7 n	s E0 n t y1 r i0 x0 n
c e n t u r y	' s E n J U r I	s E1 n C x0 r i0
c e p h a l i c	k E ' f { l I k	s x0 f @1 l I0 k
c e r e a l	' s 7 r 7 l	s I1 r i0 L
c e r e b e l l u m	""" s E r I ' b E l @ m"	s E2 r x0 b E1 l x0 m
c e r e b r a t e	' s E r I b r 1 t	s E1 r x0 b r e2 t
c e r e b r a t i o n	""" s E r I ' b r 1 S H"	s E2 r x0 b r e1 S x n
c e r e b r u m	' s E r I b r @ m	s x0 r i1 b r x0 m
c e r e m o n i a l	""" s E r I ' m 5 n j @ l"	s E2 r x0 m o1 n i0 L
c e r e m o n y	' s E r I m @ n I	s E1 r x0 m o2 n i0
c e r i s e	s @ ' r i z	s x0 r i1 s
c e r t a i n	' s 3 t H	s R t N
c e r t i f i c a t e	s @ ' t I f I k @ t	s R t I1 f I0 k x0 t
c e r t i f i c a t e	s @ ' t I f I k 1 t	s R t I1 f I0 k x0 t
c e r t i f i c a t i o n	""" s 3 t I f I ' k 1 S H"	s R t x0 f x0 k e1 S x n
c e r t i f y	' s 3 t I f 2	s R t x0 f A2
c e r t i t u d e	' s 3 t I t j u d	s R t x0 t Y2 d
c e r u l e a n	s I ' r u l j @ n	s x0 r u1 l i0 x0 n
c e s s i o n	' s E S H	s E1 S x n
c e s s p o o l	' s E s p u l	s E1 s p u2 l
c h a f e	' J 1 f	C e1 f
c h a f e r	' J 1 f @ R	C e1 f R
c h a f f	' J # f	C @1 f
c h a f f i n c h	' J { f I n J	C @1 f I2 n C
c h a g r i n	' S { g r I n	S x0 g r I1 n
c h a i n	' J 1 n	C e1 n
c h a i r	' J 8 R	C E1 r
c h a i s e	' S 1 z	S e1 z
c h a l k	' J $ k	C c1 k
c h a l l e n g e	' J { l I n _	C @1 l x0 n J
c h a m b e r	' J 1 m b @ R	C e1 m b R
c h a m b e r l a i n	' J 1 m b @ l I n	C e1 m b R l x0 n
c h a m e l e o n	k @ ' m i l j @ n	k x0 m i1 l i0 x n
c h a m o i s	' S { m w #	S @1 m i
c h a m p a g n e	""" S { m ' p 1 n"	S @0 m p e1 n
c h a m p i o n	' J { m p j @ n	C @1 m p i0 x0 n
c h a n c e	' J # n s	C @1 n s
c h a n c e l l o r	' J # n s @ l @ R	C @1 n s x0 l R
c h a n c e r y	' J # n s @ r I	C @1 n s x0 r i0
c h a n c y	' J # n s I	C @1 n s i0
c h a n d l e r	' J # n d l @ R	C @1 n d l R
c h a n g e	' J 1 n _	C e1 n J
c h a n g e l i n g	' J 1 n _ l I N	C e1 n J l I0 G
c h a n n e l	' J { n P	C @1 n L
c h a n t	' J # n t	C @1 n t
c h a n t i c l e e r	""" J { n t I ' k l 7 R"	C @2 n t x0 k l I1 r
c h a n t r y	' J # n t r I	C @1 n t r i0
c h a o s	' k 1 Q s	k e1 a2 s
c h a o t i c	k 1 ' Q t I k	k e0 a1 t I0 k
c h a p	' J { p	C @1 p
c h a p e l	' J { p P	C @1 p L
c h a p f a l l e n	"' J { p "" f $ l @ n"	C @1 p f c2 l x0 n
c h a p l a i n	' J { p l I n	C @1 p l x0 n
c h a p l e t	' J { p l I t	C @1 p l x0 t
c h a p s	' J { p s	S @1 p s
c h a r	' J # R	C a1 r
c h a r a b a n c	' S { r @ b { N	S @1 r x0 b @2 G
c h a r a c t e r	' k { r @ k t @ R	k @1 r I0 k t R
c h a r a c t e r i z a t i o n	""" k { r @ k t @ r 2 ' z 1 S H"	k @2 r I0 k t x0 r x0 z e1 S x n
c h a r a c t e r i z e	' k { r @ k t @ r 2 z	k @1 r I0 k t x0 r A2 z
c h a r a d e s	S @ ' r # d z	S x0 r e1 d z
c h a r c o a l	' J # k 5 l	C a1 r k o2 l
c h a r d	' J # d	C a1 r d
c h a r g e	' J # _	C a1 r J
c h a r g e r	' J # _ @ R	C a1 r J R
c h a r i o t	' J { r 7 t	C @1 r i0 x0 t
c h a r i o t e e r	""" J { r 7 ' t 7 R"	C @2 r i0 x0 t I1 r
c h a r i s m a t i c	""" k { r I z ' m { t I k"	k @2 r x0 z m @1 t I0 k
c h a r i t y	' J { r @ t I	C @1 r x0 t i0
c h a r l a t a n	' S # l @ t @ n	S a1 r l x0 t x0 n
c h a r m	' J # m	C a1 r m
c h a r n e l	' J # n P	C a1 r n L
c h a r t	' J # t	C a1 r t
c h a r t e r	' J # t @ R	C a1 r t R
c h a r w o m a n	"' J # "" w U m @ n"	C a1 r w U2 m x0 n
c h a r y	' J 8 r I	C @1 r i0
c h a s e	' J 1 s	C e1 s
c h a s e r	' J 1 s @ R	C e1 s R
c h a s s i s	' S { s I	S @1 s i0
c h a s t e	' J 1 s t	C e1 s t
c h a s t i s e	J { ' s t 2 z	C @0 s t A1 z
c h a s t i t y	' J { s t @ t I	C @1 s t x0 t i0
c h a s u b l e	' J { z j U b P	C @1 z x0 b L
c h a t	' J { t	C @1 t
c h a t e a u	' S { t 5	S @0 t o
c h a t e l a i n e	' S { t @ l 1 n	S @1 t L e2 n
c h a t t e l	' J { t P	C @1 t L
c h a t t e r b o x	' J { t @ b Q k s	C @1 t R b a2 X
c h a u f f e u r	' S 5 f @ R	S o1 f R
c h e a p	' J i p	C i1 p
c h e a p s k a t e	' J i p s k 1 t	C i1 p s k e2 t
c h e c k	' J E k	C E1 k
c h e c k e r	' J E k @ R	C E1 k R
c h e c k l i s t	"' J E k "" l I s t"	C E1 k l I2 s t
c h e c k m a t e	' J E k m 1 t	C E1 k m e2 t
c h e c k p o i n t	' J E k p 4 n t	C E1 k p O2 n t
c h e c k r o o m	' J E k r U m	C E1 k r u2 m
c h e d d a r	' J E d @ R	C E1 d R
c h e e k y	' J i k I	C i1 k i0
c h e e p	' J i p	C i1 p
c h e e r	' J 7 R	C I1 r
c h e e r f u l	' J 7 f U l	C I1 r f ^0 l
c h e e r y	' J 7 r I	C I1 r i0
c h e e s e	' J i z	C i1 z
c h e f	' S E f	S E1 f
c h e m i c a l	' k E m I k P	k E1 m I0 k L
c h e m i s e	S @ ' m i z	S x0 m i1 z
c h e m o t h e r a p y	""" k i m 5 ' T E r @ p I"	k E2 m o0 T E1 r x0 p i0
c h e n i l l e	S @ ' n i l	S x0 n i1 l
c h e q u e	' J E k	C E1 k
c h e r i s h	' J E r I S	C E1 r I0 S
c h e r o o t	S @ ' r u t	S x0 r u1 t
c h e r r y	' J E r I	C E1 r i0
c h e r u b	' J E r @ b	C E1 r x0 b
c h e r u b i m	' J E r @ b I m	C E1 r Y0 b I2 m
c h e s s	' J E s	C E1 s
c h e s t e r f i e l d	' J E s t @ f i l d	C E1 s t R f i2 l d
c h e v a l i e r	""" S E v @ ' l 7 R"	S E2 v x0 l I1 r
c h e v r o n	' S E v r @ n	S E1 v r x0 n
c h e w	' J u	C u
c h i a n t i	k I ' { n t I	k i0 a1 n t i0
c h i a r o s c u r o	"k I "" # r @ ' s k 9 r 5"	k i0 a2 r x0 s k y1 r o0
c h i c	' S i k	S i1 k
c h i c a n e r y	S I ' k 1 n @ r I	S I0 k e1 n x0 r i0
c h i c k	' J I k	C I1 k
c h i c k w e e d	' J I k w i d	C I1 k w i2 d
c h i c o r y	' J I k @ r I	C I1 k x0 r i0
c h i d d e n	' J I d H	C I1 d N
c h i d e	' J 2 d	C A1 d
c h i d e d	' J 2 d I d	C A1 d x0 d
c h i d i n g	' J 2 d I N	C A1 d I0 G
c h i e f	' J i f	C i1 f
c h i e f t a i n	' J i f t @ n	C i1 f t x0 n
c h i f f o n	' S I f Q n	S I0 f a1 n
c h i f f o n i e r	""" S I f @ ' n 7 R"	S I2 f x0 n I1 r
c h i g g e r	' J I g @ R	C I1 g R
c h i l b l a i n	' J I l b l 1 n	C I1 l b l e2 n
c h i l d	' J 2 l d	C A1 l d
c h i l d b i r t h	' J 2 l d b 3 T	C A1 l d b R T
c h i l d l e s s	' J 2 l d l I s	C A1 l d l x0 s
c h i l l	' J I l	C I1 l
c h i m e	' J 2 m	C A1 m
c h i m e r a	k 2 ' m 7 r @	k A0 m I1 r x0
c h i m n e y	' J I m n I	C I1 m n i0
c h i n	' J I n	C I1 n
c h i n a	' J 2 n @	C A1 n x0
c h i n k	' J I N k	C I1 G k
c h i n t z	' J I n t s	C I1 n t s
c h i p	' J I p	C I1 p
c h i p m u n k	' J I p m V N k	C I1 p m x2 G k
c h i p p e r	' J I p @ R	C I1 p R
c h i r o p r a c t i c	""" k 2 r 5 ' p r { k t I k"	k A1 r x0 p r @2 k t I0 k
c h i t	' J I t	C I1 t
c h i t c h a t	' J I t J { t	C I1 t C @2 t
c h i v e	' J 2 v	C A1 v
c h l o r i d e	' k l $ r 2 d	k l o1 r A2 d
c h l o r i n a t e	' k l $ r I n 1 t	k l o1 r x0 n e2 t
c h l o r i n e	' k l $ r i n	k l o1 r i2 n
c h l o r o f o r m	' k l Q r @ f $ m	k l o1 r x0 f c2 r m
c h o c k	' J Q k	C a1 k
c h o i c e	' J 4 s	C O1 s
c h o i r	' k w 2 @ R	k w A1 r
c h o l e r	' k Q l @ R	k a1 l R
c h o l e r a	' k Q l @ r @	k a1 l x0 r x0
c h o l e r i c	' k Q l @ r I k	k a1 l x0 r I0 k
c h o l e s t e r o l	k @ ' l E s t @ r Q l	k x0 l E1 s t x0 r c2 l
c h o o s e	' J u z	C u1 z
c h o p	' J Q p	C a1 p
c h o p s	' J Q p s	C a1 p s
c h o p s t i c k	' J Q p s t I k	C a1 p s t I2 k
c h o r a l	' k $ r @ l	k o1 r L
c h o r a l	' k $ r @ l	k x0 r @1 l
c h o r d	' k $ d	k c1 r d
c h o r i s t e r	' k Q r I s t @ R	k o1 r x0 s t R
c h o r t l e	' J $ t P	C c1 r t L
c h o r u s	' k $ r @ s	k o1 r x0 s
c h o s e	' J 5 z	C o1 z
c h o s e n	' J 5 z H	C o1 z N
c h o w d e r	' J 6 d @ R	C W1 d R
c h r i s t	' k r 2 s t	k r A1 s t
c h r i s t e n	' k r I s H	k r I1 s N
c h r i s t e n d o m	' k r 2 s t d @ m	k r I1 s N d x0 m
c h r i s t i a n	' k r I s J @ n	k r I1 s C x n
c h r i s t i a n i t y	""" k r I s t I ' { n @ t I"	k r I2 s C i0 @1 n x0 t i0
c h r o m a t i c	k r 5 ' m { t I k	k r o0 m @1 t I0 k
c h r o m e	' k r 5 m	k r o1 m
c h r o m i u m	' k r 5 m 7 m	k r o1 m i0 x0 m
c h r o n i c	' k r Q n I k	k r a1 n I0 k
c h r o n i c l e	' k r Q n I k P	k r a1 n I0 k L
c h r o n o g r a p h	' k r Q n 5 g r # f	k r a1 n x0 g r @2 f
c h r o n o l o g i c a l	""" k r Q n @ ' l Q _ I k P"	k r a2 n L a1 J I0 k L
c h r o n o m e t e r	k r @ ' n Q m I t @ R	k r x0 n a1 m x0 t R
c h r y s a n t h e m u m	k r I ' s { n T @ m @ m	k r I0 s @1 n T x0 m x0 m
c h u b	' J V b	C ^1 b
c h u b b y	' J V b I	C ^1 b i0
c h u c k	' J V k	C ^1 k
c h u c k l e	' J V k P	C ^1 k L
c h u g	' J V g	C ^1 g
c h u k k a	' J V k @	C ^1 k x0
c h u m	' J V m	C ^1 m
c h u m m y	' J V m I	C ^1 m i0
c h u m p	' J V m p	C ^1 m p
c h u n k	' J V N k	C ^1 G k
c h u r c h	' J 3 J	C R C
c h u t e	' S u t	S u1 t
c h u t n e y	' J V t n I	C ^1 t n i0
c i c a d a	s I ' k # d @	s x0 k e1 d x0
c i c a t r i c e s	' s I k @ t r I s I z	s I2 k x0 t r A1 s i2 z
c i c a t r i x	' s I k @ t r I k s	s I1 k x0 t r I2 X
c i c e r o n e	""" J I J @ ' r 5 n I"	s I2 s x0 r o1 n i0
c i d e r	' s 2 d @ R	s A1 d R
c i g a r	s I ' g # R	s I0 g a1 r
c i n c h	' s I n J	s I1 n C
c i n c h o n a	s I N ' k 5 n @	s I0 G k o1 n x0
c i n c t u r e	' s I N k J @ R	s I1 G k C R
c i n d e r	' s I n d @ R	s I1 n d R
c i n e m a	' s I n @ m @	s I1 n x0 m x0
c i n e m a t i c	""" s I n I ' m { t I k"	s I2 n x0 m @1 t I0 k
c i n e m a t o g r a p h	""" s I n @ ' m { t @ g r # f"	s I2 n x0 m @1 t x0 g r @2 f
c i n n a m o n	' s I n @ m @ n	s I1 n x0 m x0 n
c i p h e r	' s 2 f @ R	s A1 f R
c i r c a	' s 3 k @	s R k x0
c i r c l e	' s 3 k P	s R k L
c i r c l e t	' s 3 k l I t	s R k l x0 t
c i r c u i t o u s	s @ ' k j u I t @ s	s R k Y1 x0 t x0 s
c i r c u l a r i z e	' s 3 k j U l @ r 2 z	s R k Y0 l x0 r A2 z
c i r c u l a t e	' s 3 k j U l 1 t	s R k Y0 l e2 t
c i r c u l a t i o n	""" s 3 k j U ' l 1 S H"	s R k Y0 l e1 S x n
c i r c u l a t o r y	""" s 3 k j U ' l 1 t @ r I"	s R k Y0 l x0 t o2 r i0
c i r c u m c i s e	' s 3 k @ m s 2 z	s R k x0 m s A2 z
c i r c u m c i s i o n	""" s 3 k @ m ' s I Z H"	s R k x0 m s I1 Z x n
c i r c u m f e r e n c e	s @ ' k V m f @ r @ n s	s R k ^1 m f x0 r x0 n s
c i r c u m f l e x	' s 3 k @ m f l E k s	s R k x0 m f l E2 X
c i r c u m l o c u t i o n	""" s 3 k @ m l @ ' k j u S H"	s R k x0 m l o0 k Y1 S x n
c i r c u m s c r i b e	' s 3 k @ m s k r 2 b	s R k x0 m s k r A2 b
c i r c u m s c r i p t i o n	""" s 3 k @ m ' s k r I p S H"	s R k x0 m s k r I1 p S x n
c i r c u m s p e c t	' s 3 k @ m s p E k t	s R k x0 m s p E2 k t
c i r c u m s p e c t i o n	""" s 3 k @ m ' s p E k S H"	s R k x0 m s p E1 k S x n
c i r c u m s t a n c e	' s 3 k @ m s t @ n s	s R k x0 m s t @2 n s
c i r c u m s t a n t i a l	""" s 3 k @ m ' s t { n S P"	s R k x0 m s t @1 n C L
c i r c u m v e n t	""" s 3 k @ m ' v E n t"	s R k x0 m v E1 n t
c i r r u s	' s I r @ s	s I1 r x0 s
c i s t e r n	' s I s t @ n	s I1 s t R n
c i t a d e l	' s I t @ d @ l	s I1 t x0 d L
c i t a t i o n	s 2 ' t 1 S H	s A0 t e1 S x n
c i t e	' s 2 t	s A1 t
c i t i z e n	' s I t I z H	s I1 t x0 z x0 n
c i t r u s	' s I t r @ s	s I1 t r x0 s
c i v e t	' s I v I t	s I1 v x0 t
c i v i c	' s I v I k	s I1 v I0 k
c i v i l	' s I v P	s I1 v L
c i v i l i a n	s I ' v I l j @ n	s x0 v I1 l y0 @ n
c i v i l i z a t i o n	""" s I v I l 2 ' z 1 S H"	s I2 v x0 l x0 z e1 S x n
c l a d	' k l { d	k l @1 d
c l a i m	' k l 1 m	k l e1 m
c l a i r v o y a n t	k l 8 ' v 4 @ n t	k l @0 r v O1 x n t
c l a m	' k l { m	k l @1 m
c l a m b e r	' k l { m b @ R	k l @1 m b R
c l a m m y	' k l { m I	k l @1 m i0
c l a m p	' k l { m p	k l @1 m p
c l a n d e s t i n e	k l { n ' d E s t I n	k l @0 n d E1 s t x0 n
c l a n g	' k l { N	k l @1 G
c l a n k	' k l { N k	k l @1 G k
c l a p b o a r d	' k l { p b $ d	k l @1 b R d
c l a p p e r	' k l { p @ R	k l @1 p R
c l a p t r a p	' k l { p t r { p	k l @1 p t r @2 p
c l a q u e	' k l { k	k l @1 k
c l a r e t	' k l { r @ t	k l @1 r x0 t
c l a r i f i c a t i o n	""" k l { r I f I ' k 1 S H"	k l @2 r x0 f x0 k e1 S x n
c l a r i f y	' k l { r I f 2	k l @1 r x0 f A2
c l a r i t y	' k l { r @ t I	k l @1 r x0 t i0
c l a s h	' k l { S	k l @1 S
c l a s p	' k l # s p	k l @1 s p
c l a s s	' k l # s	k l @1 s
c l a s s i c	' k l { s I k	k l @1 s I0 k
c l a s s i c a l	' k l { s I k P	k l @1 s I0 k L
c l a s s i c i s m	' k l { s I s I z @ m	k l @1 s x0 s I2 z M0
c l a s s i f i c a t i o n	""" k l { s I f I ' k 1 S H"	k l @2 s x0 f x0 k e1 S x n
c l a s s i f i e d	' k l { s I f 2 d	k l @1 s x0 f A2 d
c l a s s m a t e	' k l # s m 1 t	k l @1 s m e2 t
c l a t t e r	' k l { t @ R	k l @1 t R
c l a u s e	' k l $ z	k l c1 z
c l a u s t r o p h o b i a	""" k l $ s t r @ ' f 5 b j @"	k l c2 s t r x0 f o1 b i0 x0
c l a v i c l e	' k l { v I k P	k l @1 v I0 k L
c l a w	' k l $	k l c1
c l a y	' k l 1	k l e1
c l e a n	' k l i n	k l i1 n
c l e a n l y	' k l E n l I	k l E1 n l i0
c l e a n l y	' k l E n l I	k l i1 n l i0
c l e a n l y	' k l i n l I	k l E1 n l i0
c l e a n l y	' k l i n l I	k l i1 n l i0
c l e a n s e	' k l E n z	k l E1 n z
c l e a r i n g	' k l 7 r I N	k l I1 r I0 G
c l e a t	' k l i t	k l i1 t
c l e a v a g e	' k l i v I _	k l i1 v I0 J
c l e a v e	' k l i v	k l i1 v
c l e f t	' k l E f t	k l E1 f t
c l e m a t i s	' k l E m @ t I s	k l E1 m x0 t x0 s
c l e n c h	' k l E n J	k l E1 n C
c l e r g y	' k l 3 _ I	k l R J i0
c l e r i c	' k l E r I k	k l E1 r I0 k
c l e r i c a l	' k l E r I k P	k l E1 r I0 k L
c l e r k	' k l # k	k l R k
c l e v e r	' k l E v @ R	k l E1 v R
c l e w	' k l u	k l u
c l i c k	' k l I k	k l I1 k
c l i e n t	' k l 2 @ n t	k l A1 x0 n t
c l i e n t e l e	""" k l i @ n ' t E l"	k l A2 x0 n t E1 l
c l i f f	' k l I f	k l I1 f
c l i m a c t i c	k l 2 ' m { k t I k	k l A0 m @1 k t I0 k
c l i m a t i c	k l 2 ' m { t I k	k l A0 m @1 t I0 k
c l i m b	' k l 2 m	k l A1 m
c l i m e	' k l 2 m	k l A1 m
c l i n c h	' k l I n J	k l I1 n C
c l i n g	' k l I N	k l I1 G
c l i n i c	' k l I n I k	k l I1 n I0 k
c l i n i c a l	' k l I n I k P	k l I1 n I0 k L
c l i n k	' k l I N k	k l I1 G k
c l i p	' k l I p	k l I1 p
c l i p b o a r d	' k l I p b $ d	k l I1 p b o2 r d
c l i q u e	' k l i k	k l i1 k
c l o a k	' k l 5 k	k l o1 k
c l o c h e	' k l Q S	k l o1 S
c l o c k	' k l Q k	k l a1 k
c l o d	' k l Q d	k l a1 d
c l o g	' k l Q g	k l a1 g
c l o i s o n n e	k l w # ' z Q n 1	k l O1 z N e1
c l o i s t e r	' k l 4 s t @ R	k l O1 s t R
c l o p	' k l Q p	k l a1 p
c l o s e	' k l 5 z	k l o1 z
c l o s e	' k l 5 s	k l o1 s
c l o s e	' k l 5 s	k l o1 z
c l o s e f i s t e d	""" k l 5 s ' f I s t I d"	k l o1 s f I1 s t x0 d
c l o s e t	' k l Q z I t	k l a1 z x0 t
c l o s u r e	' k l 5 Z @ R	k l o1 Z R
c l o t	' k l Q t	k l a1 t
c l o t h	' k l Q T	k l c1 T
c l o t h e	' k l 5 D	k l o1 D
c l o t h e s	' k l 5 D z	k l o1 D z
c l o t h i e r	' k l 5 D 7 R	k l o1 D y0 R
c l o t h i n g	' k l 5 D I N	k l o1 D I0 G
c l o u d	' k l 6 d	k l W1 d
c l o u t	' k l 6 t	k l W1 t
c l o v e n	' k l 5 v H	k l o1 v x0 n
c l o v e r	' k l 5 v @ R	k l o1 v R
